Symbol,Name,Sector,Industry
FE,FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central
FELE,Franklin Electric Co. Inc. Common Stock,Consumer Discretionary,Metal Fabrications
FERG,Ferguson plc Ordinary Shares,Miscellaneous,Miscellaneous
FFBC,First Financial Bancorp. Common Stock,Finance,Major Banks
FFIN,First Financial Bankshares Inc. Common Stock,Finance,Major Banks
FFIV,F5 Inc. Common Stock,Technology,EDP Services
FG,F&G Annuities & Life Inc. Common Stock,Finance,Life Insurance
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,,
FHB,First Hawaiian Inc. Common Stock,Finance,Major Banks
FHI,Federated Hermes Inc. Common Stock,Finance,Investment Managers
FHN,First Horizon Corporation Common Stock,Finance,Major Banks
FI,Fiserv Inc. Common Stock,Consumer Discretionary,Business Services
FIBK,First Interstate BancSystem Inc. Common Stock (DE),Finance,Major Banks
FICO,Fair Isaac Corproation Common Stock,Consumer Discretionary,Business Services
FIHL,Fidelis Insurance Holdings Limited Common Shares,,
FIS,Fidelity National Information Services Inc. Common Stock,Consumer Discretionary,Business Services
FITB,Fifth Third Bancorp Common Stock,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,Technology,EDP Services
FIX,Comfort Systems USA Inc. Common Stock,Industrials,Engineering & Construction
FIZZ,National Beverage Corp. Common Stock,Consumer Staples,Beverages (Production/Distribution)
FL,Foot Locker Inc.,Consumer Discretionary,Clothing/Shoe/Accessory Stores
FLEX,Flex Ltd. Ordinary Shares,Technology,Electrical Products
FLNC,Fluence Energy Inc. Class A Common Stock,Miscellaneous,Industrial Machinery/Components
FLO,Flowers Foods Inc. Common Stock,Consumer Staples,Packaged Foods
FLR,Fluor Corporation Common Stock,Industrials,Military/Government/Technical
FLS,Flowserve Corporation Common Stock,Industrials,Fluid Controls
FLT,FleetCor Technologies Inc. Common Stock,Consumer Discretionary,Business Services
FLUT,Flutter Entertainment plc Ordinary Shares,Technology,Computer Software: Programming Data Processing
FLYW,Flywire Corporation Voting Common Stock,Technology,Computer Software: Prepackaged Software
FMC,FMC Corporation Common Stock,Industrials,Major Chemicals
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),Health Care,Misc Health and Biotechnology Services
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Consumer Staples,Beverages (Production/Distribution)
FN,Fabrinet Ordinary Shares,Utilities,Telecommunications Equipment
FNB,F.N.B. Corporation Common Stock,Finance,Major Banks
FND,Floor & Decor Holdings Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,Finance,Specialty Insurers
FNV,Franco-Nevada Corporation,,
FOLD,Amicus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FORM,FormFactor Inc. FormFactor Inc. Common Stock,Technology,Semiconductors
FOUR,Shift4 Payments Inc. Class A Common Stock,Technology,EDP Services
FOX,Fox Corporation Class B Common Stock,Industrials,Broadcasting
FOXA,Fox Corporation Class A Common Stock,Industrials,Broadcasting
FR,First Industrial Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
FRHC,Freedom Holding Corp. Common Stock,Finance,Investment Bankers/Brokers/Service
FRO,Frontline Plc Ordinary Shares,Consumer Discretionary,Marine Transportation
FROG,JFrog Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
FRPT,Freshpet Inc. Common Stock,Consumer Staples,Packaged Foods
FRSH,Freshworks Inc. Class A Common Stock,Technology,EDP Services
FRT,Federal Realty Investment Trust Common Stock,Real Estate,Real Estate Investment Trusts
FSK,FS KKR Capital Corp. Common Stock,Finance,Investment Managers
FSLR,First Solar Inc. Common Stock,Technology,Semiconductors
FSS,Federal Signal Corporation Common Stock,Consumer Discretionary,Auto Manufacturing
FSV,FirstService Corporation Common Shares,Finance,Real Estate
FTAI,FTAI Aviation Ltd. Common Stock,Industrials,Misc Corporate Leasing Services
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Industrials,Misc Corporate Leasing Services
FTAIO,FTAI Aviation Ltd. 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,Industrials,Misc Corporate Leasing Services
FTAIP,FTAI Aviation Ltd. 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,Industrials,Misc Corporate Leasing Services
FTDR,Frontdoor Inc. Common Stock,Consumer Discretionary,Other Consumer Services
FTI,TechnipFMC plc Ordinary Share,Industrials,Metal Fabrications
FTNT,Fortinet Inc. Common Stock,Technology,Computer peripheral equipment
FTRE,Fortrea Holdings Inc. Common Stock,Health Care,Medical Specialities
FTS,Fortis Inc. Common Shares,Utilities,Electric Utilities: Central
FTV,Fortive Corporation Common Stock ,Industrials,Industrial Machinery/Components
FUL,H. B. Fuller Company Common Stock,Industrials,Home Furnishings
FULT,Fulton Financial Corporation Common Stock,Finance,Major Banks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
FUN,Cedar Fair L.P. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
FUTU,Futu Holdings Limited American Depositary Shares,Finance,Investment Bankers/Brokers/Service
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,Industrials,Broadcasting
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,Industrials,Broadcasting
FYBR,Frontier Communications Parent Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
G,Genpact Limited Common Stock,Consumer Discretionary,Professional Services
GATX,GATX Corporation Common Stock,Consumer Discretionary,Transportation Services
GBCI,Glacier Bancorp Inc. Common Stock,Finance,Major Banks
GBDC,Golub Capital BDC Inc. Common Stock,Finance,Finance: Consumer Services
GBTG,Global Business Travel Group Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
GD,General Dynamics Corporation Common Stock,Industrials,Marine Transportation
GDDY,GoDaddy Inc. Class A Common Stock,Technology,EDP Services
GDRX,GoodRx Holdings Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Finance,Investment Managers
GE,General Electric Company Common Stock,Technology,Consumer Electronics/Appliances
GEF,Greif Inc. Class A Common Stock,,
GEHC,GE HealthCare Technologies Inc. Common Stock ,Technology,Computer Software: Prepackaged Software
GEN,Gen Digital Inc. Common Stock,Technology,Computer Software: Prepackaged Software
GETY,Getty Images Holdings Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
GFF,Griffon Corporation Common Stock,Industrials,Building Products
GFI,Gold Fields Limited American Depositary Shares,Basic Materials,Precious Metals
GFL,GFL Environmental Inc. Subordinate voting shares no par value,,
GFS,GlobalFoundries Inc. Ordinary Shares,Technology,Semiconductors
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,Finance,Commercial Banks
GGB,Gerdau S.A. Common Stock,Industrials,Steel/Iron Ore
GGG,Graco Inc. Common Stock,Industrials,Fluid Controls
GH,Guardant Health Inc. Common Stock,Health Care,Medical Specialities
GHC,Graham Holdings Company Common Stock,Real Estate,Other Consumer Services
GIB,CGI Inc. Common Stock,Consumer Discretionary,Professional Services
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Consumer Discretionary,Apparel
GILD,Gilead Sciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GIS,General Mills Inc. Common Stock,Consumer Staples,Packaged Foods
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,Finance,Investment Bankers/Brokers/Service
GKOS,Glaukos Corporation Common Stock,Health Care,Medical/Dental Instruments
GL,Globe Life Inc. Common Stock,Finance,Life Insurance
GLBE,Global-E Online Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
GLNG,Golar Lng Ltd,Consumer Discretionary,Marine Transportation
GLOB,Globant S.A. Common Shares,Technology,EDP Services
GLPG,Galapagos NV American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
GLPI,Gaming and Leisure Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
GLW,Corning Incorporated Common Stock,Technology,Industrial Machinery/Components
GM,General Motors Company Common Stock,Consumer Discretionary,Auto Manufacturing
GMAB,Genmab A/S ADS,Health Care,Biotechnology: Pharmaceutical Preparations
GME,GameStop Corporation Common Stock,Consumer Discretionary,Electronics Distribution
GMED,Globus Medical Inc. Class A Common Stock,Health Care,Medical/Dental Instruments
GMS,GMS Inc. Common Stock,,
GNRC,Generac Holdlings Inc. Common Stock,Consumer Discretionary,Metal Fabrications
GNTX,Gentex Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
GNW,Genworth Financial Inc Common Stock,Finance,Life Insurance
GO,Grocery Outlet Holding Corp. Common Stock,Consumer Staples,Food Chains
GOGL,Golden Ocean Group Limited Common Stock,Consumer Discretionary,Marine Transportation
GOLD,Barrick Gold Corporation Common Stock (BC),,
GOLF,Acushnet Holdings Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
GOOG,Alphabet Inc. Class C Capital Stock,Technology,Computer Software: Programming Data Processing
GOOGL,Alphabet Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
GOTU,Gaotu Techedu Inc. American Depositary Shares,Real Estate,Other Consumer Services
GPC,Genuine Parts Company Common Stock,Consumer Discretionary,Automotive Aftermarket
GPI,Group 1 Automotive Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GPK,Graphic Packaging Holding Company,Consumer Discretionary,Containers/Packaging
GPN,Global Payments Inc. Common Stock,Consumer Discretionary,Business Services
GPOR,Gulfport Energy Corporation Common Shares,Energy,Oil & Gas Production
GPS,Gap Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GRAB,Grab Holdings Limited Class A Ordinary Shares,Consumer Discretionary,Business Services
GRBK,Green Brick Partners Inc. Common Stock,Consumer Discretionary,Homebuilding
GRFS,Grifols S.A. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
GRMN,Garmin Ltd. Common Stock (Switzerland),Industrials,Industrial Machinery/Components
GS,Goldman Sachs Group Inc. (The) Common Stock,Finance,Investment Bankers/Brokers/Service
GSAT,Globalstar Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
GSHD,Goosehead Insurance Inc. Class A Common Stock,Finance,Specialty Insurers
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),Health Care,Biotechnology: Pharmaceutical Preparations
GT,The Goodyear Tire & Rubber Company Common Stock,Consumer Discretionary,Automotive Aftermarket
GTES,Gates Industrial Corporation plc Ordinary Shares,Industrials,Industrial Machinery/Components
GTLB,GitLab Inc. Class A Common Stock,Technology,EDP Services
GTLS,Chart Industries Inc. Common Stock,Industrials,Metal Fabrications
GTX,Garrett Motion Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
GVA,Granite Construction Incorporated Common Stock,Industrials,Military/Government/Technical
GWRE,Guidewire Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc. Common Stock,Industrials,Office Equipment/Supplies/Services
GXO,GXO Logistics Inc. Common Stock ,Consumer Discretionary,Transportation Services
H,Hyatt Hotels Corporation Class A Common Stock,Consumer Discretionary,Hotels/Resorts
HAE,Haemonetics Corporation Common Stock,Health Care,Medical/Dental Instruments
HAL,Halliburton Company Common Stock,Energy,Oilfield Services/Equipment
HALO,Halozyme Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAS,Hasbro Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HAYW,Hayward Holdings Inc. Common Stock,Technology,Electronic Components
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,Major Banks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),,
HCA,HCA Healthcare Inc. Common Stock,Health Care,Hospital/Nursing Management
HCC,Warrior Met Coal Inc. Common Stock,Energy,Coal Mining
HCM,HUTCHMED (China) Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
HCP,HashiCorp Inc. Class A Common Stock,Technology,EDP Services
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,Finance,Commercial Banks
HEES,H&E Equipment Services Inc. Common Stock,Industrials,Misc Corporate Leasing Services
HEI,Heico Corporation Common Stock,Industrials,Aerospace
HELE,Helen of Troy Limited Common Stock,Consumer Discretionary,Other Consumer Services
HES,Hess Corporation Common Stock,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,Energy,Oil & Gas Production
HGTY,Hagerty Inc. Class A Common Stock,Finance,Specialty Insurers
HGV,Hilton Grand Vacations Inc. Common Stock ,Consumer Discretionary,Hotels/Resorts
HHH,Howard Hughes Holdings Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HI,Hillenbrand Inc Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries
HIG,Hartford Financial Services Group Inc. (The) Common Stock,Finance,Property-Casualty Insurers
HII,Huntington Ingalls Industries Inc. Common Stock,Industrials,Marine Transportation
HIMS,Hims & Hers Health Inc. Class A Common Stock,Health Care,Medical/Nursing Services
HIW,Highwoods Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HL,Hecla Mining Company Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLI,Houlihan Lokey Inc. Class A Common Stock,Finance,Investment Managers
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),Consumer Discretionary,Package Goods/Cosmetics
HLNE,Hamilton Lane Incorporated Class A Common Stock,Finance,Investment Managers
HLT,Hilton Worldwide Holdings Inc. Common Stock ,Consumer Discretionary,Hotels/Resorts
HMC,Honda Motor Company Ltd. Common Stock,Consumer Discretionary,Auto Manufacturing
HMY,Harmony Gold Mining Company Limited,Basic Materials,Precious Metals
HNI,HNI Corporation Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services
HOG,Harley-Davidson Inc. Common Stock,Consumer Discretionary,Motor Vehicles
HOLX,Hologic Inc. Common Stock,Health Care,Medical Electronics
HOMB,Home BancShares Inc. Common Stock,Finance,Major Banks
HON,Honeywell International Inc. Common Stock,Industrials,Aerospace
HOOD,Robinhood Markets Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
HP,Helmerich & Payne Inc. Common Stock,Energy,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company Common Stock,Telecommunications,Telecommunications Equipment
HPQ,HP Inc. Common Stock,Technology,Computer Manufacturing
HQY,HealthEquity Inc. Common Stock,Consumer Discretionary,Business Services
HR,Healthcare Realty Trust Incorporated Common Stock,Real Estate,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,Consumer Discretionary,Other Consumer Services
HRI,Herc Holdings Inc. Common Stock ,Industrials,Misc Corporate Leasing Services
HRL,Hormel Foods Corporation Common Stock,Consumer Staples,Meat/Poultry/Fish
HSBC,HSBC Holdings plc. Common Stock,Finance,Savings Institutions
HSIC,Henry Schein Inc. Common Stock,Health Care,Medical Specialities
HST,Host Hotels & Resorts Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HSY,The Hershey Company Common Stock,Consumer Staples,Specialty Foods
HTGC,Hercules Capital Inc. Common Stock,Finance,Investment Managers
HTHT,H World Group Limited American Depositary Shares,Consumer Discretionary,Hotels/Resorts
HTZ,Hertz Global Holdings Inc Common Stock,Consumer Discretionary,Rental/Leasing Companies
HUBB,Hubbell Inc Common Stock,Technology,Industrial Machinery/Components
HUBG,Hub Group Inc. Class A Common Stock,Consumer Discretionary,Oil Refining/Marketing
HUBS,HubSpot Inc. Common Stock,Technology,Computer Software: Prepackaged Software
HUM,Humana Inc. Common Stock,Health Care,Medical Specialities
HUN,Huntsman Corporation Common Stock,Industrials,Major Chemicals
HWC,Hancock Whitney Corporation Common Stock,Finance,Major Banks
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance,Major Banks
HWM,Howmet Aerospace Inc. Common Stock,Industrials,Metal Fabrications
HXL,Hexcel Corporation Common Stock,Industrials,Major Chemicals
IAC,IAC Inc. Common Stock,Technology,Computer Software: Programming Data Processing
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
IBM,International Business Machines Corporation Common Stock,Technology,Computer Manufacturing
IBN,ICICI Bank Limited Common Stock,Finance,Commercial Banks
IBOC,International Bancshares Corporation Common Stock,Finance,Major Banks
IBP,Installed Building Products Inc. Common Stock,Consumer Discretionary,Homebuilding
IBRX,ImmunityBio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ICE,Intercontinental Exchange Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
ICFI,ICF International Inc. Common Stock,Consumer Discretionary,Professional Services
ICL,ICL Group Ltd. Ordinary Shares,Industrials,Agricultural Chemicals
ICLR,ICON plc Ordinary Shares,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICUI,ICU Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
IDA,IDACORP Inc. Common Stock,Utilities,Electric Utilities: Central
IDCC,InterDigital Inc. Common Stock,Telecommunications,Telecommunications Equipment
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IEP,Icahn Enterprises L.P. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
IESC,IES Holdings Inc. Common Stock,Industrials,Engineering & Construction
IEX,IDEX Corporation Common Stock,Industrials,Fluid Controls
IFF,International Flavors & Fragrances Inc. Common Stock,Industrials,Major Chemicals
IFS,Intercorp Financial Services Inc. Common Shares,Finance,Commercial Banks
IGT,International Game Technology Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),Consumer Discretionary,Hotels/Resorts
IIPR,Innovative Industrial Properties Inc. Common Stock,Finance,Real Estate
ILMN,Illumina Inc. Common Stock,Health Care,Medical Specialities
IMCR,Immunocore Holdings plc American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMMP,Immutep Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMO,Imperial Oil Limited Common Stock,Energy,Integrated oil Companies
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Consumer Discretionary,Marine Transportation
IMVT,Immunovant Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INCY,Incyte Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,Finance,Major Banks
INDV,Indivior PLC Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
INFA,Informatica Inc. Class A Common Stock,Technology,EDP Services
INFY,Infosys Limited American Depositary Shares,Technology,EDP Services
ING,ING Group N.V. Common Stock,Finance,Commercial Banks
INGR,Ingredion Incorporated Common Stock,Consumer Staples,Packaged Foods
INSM,Insmed Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INSP,Inspire Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
INST,Instructure Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock ,Consumer Discretionary,Marine Transportation
INTA,Intapp Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INVH,Invitation Homes Inc. Common Stock,Real Estate,Real Estate Investment Trusts
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IOSP,Innospec Inc. Common Stock,Industrials,Major Chemicals
IOT,Samsara Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
IOVA,Iovance Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IP,International Paper Company Common Stock,Basic Materials,Paper
IPAR,Inter Parfums Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Consumer Discretionary,Advertising
IPGP,IPG Photonics Corporation Common Stock,Technology,Semiconductors
IQ,iQIYI Inc. American Depositary Shares,Consumer Discretionary,Consumer Electronics/Video Chains
IQV,IQVIA Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IR,Ingersoll Rand Inc. Common Stock,Industrials,Industrial Machinery/Components
IRDM,Iridium Communications Inc Common Stock,Telecommunications,Telecommunications Equipment
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,Real Estate Investment Trusts
IRT,Independence Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
IRTC,iRhythm Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
IT,Gartner Inc. Common Stock,Consumer Discretionary,Other Consumer Services
ITCI,Intra-Cellular Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ITGR,Integer Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
ITRI,Itron Inc. Common Stock,Industrials,Electrical Products
ITT,ITT Inc. Common Stock ,Industrials,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Finance,Major Banks
ITW,Illinois Tool Works Inc. Common Stock,Industrials,Industrial Machinery/Components
IVZ,Invesco Ltd Common Stock,Finance,Investment Managers
IX,Orix Corp Ads Common Stock,Finance,Diversified Financial Services
J,Jacobs Solutions Inc. Common Stock,Industrials,Military/Government/Technical
JAMF,Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Health Care,Biotechnology: Pharmaceutical Preparations
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Industrials,Trucking Freight/Courier Services
JBI,Janus International Group Inc. Common Stock,Industrials,Building Products
JBL,Jabil Inc. Common Stock,Technology,Electrical Products
JBLU,JetBlue Airways Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services
JBT,John Bean Technologies Corporation Common Stock,Industrials,Industrial Machinery/Components
JCI,Johnson Controls International plc Ordinary Share,Industrials,Industrial Machinery/Components
JD,JD.com Inc. American Depositary Shares,Consumer Discretionary,Other Specialty Stores
JEF,Jefferies Financial Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
JHG,Janus Henderson Group plc Ordinary Shares,Finance,Investment Managers
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Industrials,Building Materials
JJSF,J & J Snack Foods Corp. Common Stock,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,Technology,EDP Services
JLL,Jones Lang LaSalle Incorporated Common Stock,Finance,Real Estate
JNJ,Johnson & Johnson Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,Technology,Computer peripheral equipment
JOBY,Joby Aviation Inc. Common Stock,Consumer Discretionary,Aerospace
JOE,St. Joe Company (The) Common Stock,Real Estate,Homebuilding
JPM,JP Morgan Chase & Co. Common Stock,Finance,Major Banks
JSM,Navient Corporation 6% Senior Notes due December 15 2043,Finance,Finance: Consumer Services
JWN,Nordstrom Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JXN,Jackson Financial Inc. Class A Common Stock ,Finance,Life Insurance
K,Kellanova Common Stock,Consumer Staples,Packaged Foods
KAI,Kadant Inc Common Stock,Industrials,Industrial Machinery/Components
KB,KB Financial Group Inc,Finance,Commercial Banks
KBH,KB Home Common Stock,Consumer Discretionary,Homebuilding
KBR,KBR Inc. Common Stock,Industrials,Military/Government/Technical
KD,Kyndryl Holdings Inc. Common Stock,Technology,EDP Services
KDP,Keurig Dr Pepper Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
KEP,Korea Electric Power Corporation Common Stock,Utilities,Electric Utilities: Central
KEX,Kirby Corporation Common Stock,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,Finance,Major Banks
KEYS,Keysight Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
KFY,Korn Ferry Common Stock,Consumer Discretionary,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,Basic Materials,Precious Metals
KGS,Kodiak Gas Services Inc. Common Stock,,
KHC,The Kraft Heinz Company Common Stock,Consumer Staples,Packaged Foods
KIM,Kimco Realty Corporation (HC) Common Stock,Real Estate,Real Estate Investment Trusts
KKR,KKR & Co. Inc. Common Stock,Finance,Investment Managers
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,
KLAC,KLA Corporation Common Stock,Technology,Electronic Components
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Technology,Semiconductors
KMB,Kimberly-Clark Corporation Common Stock,Consumer Discretionary,Containers/Packaging
KMI,Kinder Morgan Inc. Common Stock,Utilities,Natural Gas Distribution
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers
KMX,CarMax Inc,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KNF,Knife Riv Holding Co. Common Stock,,
KNSL,Kinsale Capital Group Inc. Common Stock,Finance,Property-Casualty Insurers
KNTK,Kinetik Holdings Inc. Class A Common Stock,Utilities,Natural Gas Distribution
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,Consumer Staples,Beverages (Production/Distribution)
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Consumer Staples,Beverages (Production/Distribution)
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy,Oil & Gas Production
KR,Kroger Company (The) Common Stock,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
KRG,Kite Realty Group Trust Common Stock,Real Estate,Real Estate Investment Trusts
KROS,Keros Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KRTX,Karuna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KRYS,Krystal Biotech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,,
